,Text,encoded-author,pred
1915,the french government belatedly attempting to consolidate a fragmented aerospace industry on wednesday gave the green light for aeroengine maker snecma to buy up rocket engine manufacturer sep,38,29
1607,shipments of cocoa from ivory coasts main port of abidjan are matching arrivals leaving intact a standing stock of about 90000 tonnes reported at the end of october shipping sources said on tuesday,32,32
895,intel corp stock fell for the third straight day friday on concerns that a series of upcoming price cuts could slow the companys momentum,41,41
1455,temperatures are rising as hong kong prepares for its midsummer transition to chinese rule and nowhere is it hotter than at the territorys newspapers,42,37
713,the family of detained chinese dissident wang dan said on sunday the former student leader could stand trial this week for the capital offence of plotting to overthrow the government they said the charge was unfounded,14,3
1759,four days of savage combat around this mountain town some 30 miles 50 km east of bogota has exposed what military experts say is the fatal flaw in the colombian armys new counterinsurgency strategy  the belief that helicopters can win the war,20,20
1053,british investment bank close brothers said on monday its enlarged corporate finance business was exceeding expectations and helping strong fee earnings,2,2
1673,western countries are geared up to quietly grant asylum in the coming months to around 40 chinese dissidents and their families who are living in exile in hong kong human rights sources said on tuesday,37,37
1348,two words sure to be heard at thursdays annual shareholder meeting by philip morris cos inc are no comment,33,33
2112,hong kong is among the worlds most efficient economies but its continued success as a global financial centre and entrepot is far from certain harvardbased economic adviser professor jeffrey sachs said on monday,42,42
1233,british telecommunications company energis said on friday that its parent the national grid electricity transmission network might sell a majority stake in the company to one or more strategic investors this summer,24,24
1524,australias biggest company resources and steel group the broken hill pty co ltd bhp said on friday it has agreed to pay its domestic steel workers a 10 percent pay rise over two years,30,30
1726,russia expecting an increased grain harvest but lower carryover stocks this year is unlikely to go on a shopping spree soon despite government talk of imports industry sources said on friday,28,28
841,london electricity on tuesday became the latest british regional electricity company rec to attract bid speculation after us firm entergy was reported to be mulling a 12 billion pound 2 billion bid,16,16
1587,in the next half century computers will be ubiquitous in the home waking us up to cheerful songbirds making the morning coffee filling the bathtub and driving us to work according to leading computer scientists,41,9
2434,the president of ford motor cos automotive operations denied thursday that the company is mulling plant closures in north america but added that ford is pressing employees to chop an additional 25 billion from its 1997 spending plans,48,48
733,australian television broadcaster seven network ltd said on monday the advertising market was fairly tough but the group was meeting its budget targets,23,23
2498,kellogg co whose profits for 1996 are under pressure from price cuts and promotions threw down the gauntlet that it will take the necessary steps to preserve its category leadership which may mean further discounts analysts said,36,36
555,the czech statistical bureau csu on monday issued forecasts for 1997 predicting a slight economic upturn but analysts warned burgeoning trade and current account deficits are clouds looming on the horizon,1,1
1873,pharmacia amp upjohn inc reinforced wall street pessimism about its shortterm outlook wednesday with comments that showed it will not meet profit margin and costsavings targets set under former leadership,22,22
2419,calling it a crucial change for how it develops new cars and trucks ford motor co wednesday launched a new computeraided design project based on a computer programme from structural dynamics research corp,48,48
1634,unilever subsidiary blohorn will overhaul palmoil plantations and nine factories recently bought from ivory coast a senior blohorn official said,32,32
2232,prudential corp plc britains biggest life insurance group reported a healthy rise in profits on wednesday and said british operations were expected to perform strongly again in the coming year,44,44
706,for 36 years tibets biggest leather factory gushed pollution into one of the worlds cleanest rivers and haemorrhaged losses,14,14
261,transport equipment hire and logistics firm brambles industries ltd said on friday that it was on track to achieve current market expectations for a full year net profit of about a240 million,4,4
753,thousands of people who fled violence and were camped out in the jungles of northwest colombia may soon run out of food and the risk of epidemics was on the rise a red cross aid worker said on wednesday,20,20
1772,atampt corp surprised almost everybody wednesday by picking john walter chairman of printing company rr donnelley and sons as its new president and heir apparent to chairman robert allen,35,35
963,chinese president jiang zemin on wednesday greeted future hong kong leader tung cheehwa with a pledge of support and a vow not to tread on hong kongs right to autonomy after the british colony returns to beijing rule,34,43
212,australianbased insurer qbe insurance group ltd said on tuesday that profit growth was likely to surge into the high teens for the full 199697 year after only a slight increase in its first quarter profit,4,4
1648,african robusta producers will meet discuss to export limit quotas on february 2627 after a january world agreement in rio de janeiro to shore up prices ivory coasts commodities minister told reuters on friday,32,32
1187,sydney harbour casino holdings ltd chief executive officer neil gamble said on tuesday he was still hopeful the casino would receive tax concessions on earnings from bigbetting foreign gamblers despite previous knockbacks,23,23
558,buoyed by strong sales of light trucks chrysler corp tuesday reported betterthanexpected fourth quarter earnings but special charges held the automaker back from its bestever fullyear profit,7,7
1911,a planned sale of french television maker thomson multimedia to south koreas daewoo electronics for a symbolic one franc has sparked a political backlash against the governments privatisation plans,38,29
728,qantas airways ltd is expected to fly slightly above its prospectus net profit forecast of a237 million for the year to june 30 1996 but analysts said 199697 results could hit some turbulence over current wage talks,23,23
2188,china posted a trade surplus of 1224 billion in 1996 on friday lower than recent official projections but an aboutface from predictions early in the year of a trade deficit,43,49
1764,long distance and local telephone company frontier corp said on monday it is investing up to 500 million in a 2 billion fiber optic network being built across the united states,35,35
1066,chinese police have moved north korean diplomats away from the area around the south korean mission in beijing where a toplevel pyongyang official has taken refuge witnesses said on friday,3,43
957,british household products group reckitt amp colman plc pleased shareholders on tuesday with a 152 million pound 242 million handout,19,47
2099,sun microsystems inc said on wednesday its profits rose 41 percent in the latest quarter and its revenues jumped to record levels driven by sales of the companys server computer and power desktop systems,41,41
123,british merchant bank hambros under fire from a rebel hong kong shareholder calling for its breakup reported a return to firsthalf profit on wednesday and said the benefits of restructuring should begin to show through,2,2
552,australias largest home mortgage lender the commonwealth bank of australia cba announced a surprisingly strong 11 percent surge in first half 199697 profits on wednesday despite erosion of its interest margins,4,4
1829,monsanto co which produces genetically altered soybeans on wednesday defended the scientific tests that back its safety claims for the crop,36,36
908,the czech statistical bureau csu on friday cut its forecast for 1996 real gross domestic product gdp growth as lower export demand especially from neighbouring germany fuels the trade deficit and eases czech expansion,18,18
176,taiwanese business leader kao chingyuan on wednesday urged beijing to resume talks with taiwan saying the islands investors would lose confidence in china if political friction impeded relations,3,3
1038,britain and china moved ahead on wednesday to resolve outstanding details of beijings recovery of sovereignty over hong kong this year,37,37
1312,chinas late paramount leader deng xiaoping did not live to see hong kongs return to beijing rule but his eldest son deng pufang said on wednesday he was thinking about seeing the july 1 handover,45,43
1873,with chinas takeover of hong kong rapidly looming the british colony faces a swirl of politics and diplomatic jousting in the week ahead the last before china names the territorys first postcolonial governor,37,37
1535,chinese paramount leader deng xiaopings death paves the way for his anointed heir jiang zemin to assume the reins of power after seven years of waiting in the wings for his patron to pass away,43,14
1752,itt corp met with financial advisers on thursday to assess an unsolicited 65 billion bid from hilton hotels corp while some wall street analysts said the companys best defence might be to pursue an acquisition,39,39
1428,eurotunnel operator of the channel tunnel admitted on thursday it took too long to get people off a blazing train last november but insisted that the fire was not its fault,38,38
475,iomega corps plans to apply its computer storage technology to handheld consumer electronics may fundamentally lower the cost of saving and transfering data to such devices,9,9
2087,for many computer owners 1997 will be the year when internet users will begin to see more features aimed at making the net more lifelike but it is also likely to be marked by frequent communications breakdowns caused in part by increased demand,41,41
680,the czech statistical bureau,13,13
678,cathay pacific airways ltd said on monday it expects most of its grounded airbus industrie a330300 aircraft to be back up and running within three weeks,42,15
1050,unilever plc stirred up the entire chemicals sector on tuesday with surprise news that it plans to sell most of its speciality chemicals businesses,19,19
1463,british airways plc ba on wednesday boosted its position in france when french bank rivaud joined its bid for ailing french regional airline air liberte,29,29
1897,the sevenyearold reincarnation of tibets second holiest living buddha selected by china spends his days memorising buddhist sutras playing football or learning to use his computer state media said on sunday,14,14
879,not content with disturbing your meals with sales calls atampt corp will soon have salespeople arriving on your doorstep to explain why you should switch longdistance service to them,35,35
510,mci communications corp thursday reported flat quarterly earnings despite a healthy rise in revenues and the company warned that growth might slow as it embraces higher profit margin businesses,9,35
2074,even before the personal computer eras foremost figures donned togas and circus suits for the traditional extravaganzas of the industrys annual gala summit industry titans were jockeying for the limelight,41,33
1072,a 22 billion deal between british telecom and mci communications corp that would create the worlds second largest telecoms group looked set to be announced sunday sources close to the talks said,21,24
2292,general motors corp stock rose friday on widening optimism that the auto giants board of directors on monday will reward shareholders with a dividend increase and stock buyback programme of up to 5 billion analysts said,7,7
1589,boeing co took orders for a record 717 jets valued at 53 billion last year for a 64 percent share of the world market company officials said tuesday adding that this year should be as good or better,31,31
1406,russias former fuel and energy minister yuri shafranik tried but failed to create a mega oil corporation by merging four privatised companies energy sources familiar with the illfated proposal said on thursday,28,28
2366,john mcgrath chief executive of food and drinks giant grand metropolitan plc said the company will continue to unshackle itself from production in its mission to bear down on costs,47,47
1596,pan am corp said wednesday it was open to acquisitions and other business opporunities with an eye to expanding its fourjet pan american world airways centred in south florida,33,31
1236,the sun is setting on chinas soybean importing season but far east traders have set their sights on 1997 as high oil stocks run out and the domestic crop falls by up to a million tonnes trade sources said on thursday,27,27
1958,uk bus to rail group goahead group plc said on wednesday that allegations by opposition labour mp dale campbellsavours of company representatives using inside information to clinch a rail franchise and benefit through share dealings was rubbish,8,8
661,prime minister vaclav klaus in his dual role as economics professor said on monday the large czech foreign trade deficit came from a temporary investment wave and he forecast a perpetual but smaller trade gap,13,13
1352,china is not expected to be in the international market for sugar before mid1997 as stocks are high and domestic prices are recovering in the lead up to the harvest traders and western industry sources said on wednesday,27,27
752,air macau said it expects to carry beween 20 and 30 per cent more belly cargo when two more airbus industrie a321 aircraft are delivered to serve three new routes into china next year,15,15
574,the cause of a fire on a malaysian airline system bhd airbus a330300 aircraft while parked at singapores changi airport three weeks ago is still under investigation a mas spokeswoman told reuters,15,15
2124,boeing co may expand into aerospace services and is on the lookout for foreign partners chairman and chief executive phil condit said friday,38,31
452,huntington bancshares inc said monday it agreed to acquire first michigan bank corp a michigan banking company in a deal valued at 898 million,5,5
234,officials from the worlds biggest trading partners agreed friday to push a deal on opening up financial services markets to the top of the agenda in talks to liberalise global trade,12,2
2489,chinas once strained ties with the united states have improved dramatically in recent months with a series of top level visits healing some of the old wounds,49,49
1240,britains racal electronics took the spotlight off a predicted slump in profits on tuesday by announcing an alliance with its rival itt defence team in the race to win a two billion pound 34 billion defence contract,8,8
1068,a british firm believes it has developed a computer programme which could prevent other financial firms getting into the sort of situation morgan grenfell asset management mgam is currently trying to resolve,2,2
2327,international business machines corp said wednesday it agreed to buy edmark corp a publisher of childrens education software for 80 million in cash in a move to focus its consumer business on learning at home,46,46
1775,a monster shakeup of canadas biggest city toronto has sparked a citizens revolt against ontarios ruling conservatives and raised eyebrows among those do business in the countrys financial capital,6,6
2475,china has sent mixed signals to the united states before the visit by secretary of state warren christopher combining toughness with conciliation on a range of issues that have tangled sinoamerican ties,49,49
1093,french radio group nrj sa is aiming to break into the uk market by winning the fierce battle for a key london fm licence currently up for grabs,21,21
963,british biotech plc published further evidence on monday that its cancer drug marimastat worked but analysts said there was still a long way to go before its potential as a blockbuster product can be confirmed,19,19
845,british opposition labour partys plans for a oneoff windfall tax on utility companies may be causing more stock market damage through uncertainty than the tax itself would analysts said on thursday,16,24
335,profits at canadas six big banks topped c6 billion 44 billion in 1996 smashing last years c52 billion 38 billion record as canadian imperial bank of commerce and national bank of canada wrapped up the earnings season on thursday,6,6
1241,one of asias most powerful women is drawing up a battleline in hong kong ready for an era of political uproar unseen elsewhere in the peoples republic,42,42
453,coupon clipping is coming to cyberspace,9,41
398,general motors corp tuesday  reached a tentative deal to end a weeklong strike at its truck plant in janesville wis the last of a recent wave of local walkouts against the automaker,7,7
2469,china has vowed to wind up the lengthy probe of the disgraced former boss of beijing saying the case had seriously damaged the communist party in the nations capital,49,43
665,as china winds down from a twoweek spring festival holiday and warmer weather looms far east metals traders forecast on monday that demand for chinese base metals would begin to pick up,27,27
1715,losses have mounted in a stock market slump that has dragged on for years yet japanese securities brokers still cling on,10,10
884,britains largest mortgage lender the halifax building society on friday said its planned stock market flotation in june could be worth as much as 12 billion pounds 20 billion,17,17
1134,after a tough year of slimmer profits and lower stock values us health maintenance organisations are expected to bounce back a bit in 1997,22,19
1933,us and chinese officials have made a productive start to textile trade talks that are the last chance to hammer out a deal before a friday deadline top us textile negotiator rita hayes said on tuesday,34,34
2236,british utility northern electric plc made a lastditch attempt monday to remain independent by trying to overturn the extension of an offer by ce electric that gives the us company a majority of its shares,16,16
572,growth in fastfood snacking and eating out in britain is driving profits at food retailer watson amp philip owners of the 526strong chain of alldays convenience stores chief executive colin glass said on wednesday,47,47
2319,japans finance ministry served notice on friday that it may take punitive action against nomura securities co ltd over suspected illegal deals involving a corporate client,10,10
973,polaris industries inc best known for its snowmobiles said wednesday it will begin building motorcycles riding its smallengine expertise into a market no major us company other than harleydavidson inc has dared test in 40 years,22,39
118,top managers in major financial firms need to be razorsharp if the worlds increasingly complex markets are to run smoothly however sophisticated the regulatory regime regulators and politicians said on thursday,2,2
1438,members of the halifax building society britains largest mortgage lender met on monday to decide whether to convert the mutuallyowned financial giant into a public company and float it on the stock exchange,17,17
1941,eurotunnel plc the debtladen channel tunnel operator pledged on monday to recover from the public relations disaster which followed last novembers tunnel fire and said it expected to restore lost market share in 1997,38,8
1789,exports of ivorian cocoa totalled 150000 tonnes in january taking the 199697 seasons cumulative total to 416000 tonnes since october 1 port sources said on tuesday,32,32
2173,chinese president jiang zemin will travel to moscow in spring for a summit with russian leader boris yeltsin the official xinhua news agency said on tuesday,43,3
2316,chrysler corp chairman and chief executive officer robert eaton said tuesday that the automaker will report record earnings for the full 1996 year based on record worldwide sales of 297 million vehicles,7,7
253,mcdonalds corp just turned up the heat in the fastfood business,36,36
1264,building products group boral ltd shares topped the turnover charts on friday as investors ploughed into the building material sector on the back of a change of sentiment for the recently depressed housing sector,23,4
1386,chinas decision to resume corn exports could pressure the united states and other producers into discounting their grain to remain competitive on the world market traders and grain industry sources said on thursday,27,27
505,tibets exiled spiritual leader the dalai lama urged australia on monday to press china into talks over the future of the remote himalayan region and said he was ready to visit beijing in the right atmosphere,30,3
931,czech president vaclav havel the only man who can smoke next to militant hollywood antismoker barbra streisand is facing a life without his beloved cigarettes after surgery revealed a cancerous lung,18,18
795,landing fees at hong kongs new chek lap kok airport must be competitively priced compared to other airports in the region the chairman of cathay pacific airways limited peter sutch said,15,15
375,general motors corp workers remained on the job without a contract monday as united auto workers president stephen yokich refrained  for now  from calling a strike against the auto giant,7,7
990,shares in britishbased drugs group medeva plc raced ahead on thursday following encouraging results from tests of a potential new vaccine and treatment for hepatitis b,19,19
948,czech president vaclav havel has been moved out of intensive care three weeks after surgery to remove a malignant tumour from his lung but he will have to spend christmas in hospital doctors said on monday,18,18
1000,the ministry of mines and energy will investigate drug kingpins alleged involvement in colombias oil industry a spokeswoman said on thursday,20,20
2076,intel corp president andrew grove said the 400 billion personal computer industry must serve up more than just televisionlike features to impress its most demanding customers 10yearold kids,41,41
1204,members of the norwich union are to receive 31 billion pounds 51 billion worth of free shares after they overwhelmingly approved plans on friday to float the insurance group on the london stock exchange in june,44,44
1876,british oil and exploration company lasmo plc on thursday reported profits nearly doubled in 1996 was confident about the prospects for oil prices and group oil production in 1997,47,8
239,australian investment and property group lend lease corp and thailands modern home co announced on tuesday they would build a markets complex in northern bangkok that would be asias largest,4,30
626,the bold advice some baby bells gave foreign regulators on how to open overseas phone markets now haunts the regional phone companies in the struggle over their own monopolies here at home,40,40
429,the bidding war for conrail inc appears to be drawing to a close but big legal and regulatory battles are right around the corner,39,39
531,the deal with the united states to open japans insurance market will create some convulsions in the industry but analysts said it will help make way for the deregulation of japans financial sector,10,10
2288,hong kong lined up on thursday to pay its respects to chinas dead leader deng xiaoping,45,42
2328,the stock of ibm which in recent years was derisively dubbed ive been mugged is back trading at historic highs with many analysts and traders predicting its shares will continue to soar,46,46
674,china was caught on thursday in a nowin situation in a row between its old communist comrade pyongyang and a new commercial ally seoul with a north korean official holed up in the south korean embassy in beijing,3,43
2001,like any marriage the 20 billion merger of mci communications corp and british telecommunications plc may be smoothed by the experiences of a twoyear courtship that preceded it,35,35
1840,the czech parliament began debate on tuesday on a postworld war two reconciliation agreement with germany which the prague government sees as key to eu and nato membership while opposition deputies call it a betrayal,13,13
1165,rupert murdochs global media group the news corp ltd on tuesday reported an 81percent fall in net profit for the first quarter of 199697 in stark contrast to market expectations of a healthy rise,23,4
986,shareholders in tiny british healthcare group enviromed plc staged a bloodless coup on friday toppling the embattled companys board,19,19
1782,mci communications corp the no 2 long distance phone company said friday it was in talks to be acquired by british telecommunications plc in what would be one of the biggest mergers ever,35,35
2019,television industry moguls crafting a ratings system should spell out sexual and violence content of shows not rely solely on a system like the motion picture code a survey of parents issued thursday concluded,40,40
1007,colombia has taken the first step to lifting a constitutional ban on extradition but the countrys crusading antidrug prosecutor on wednesday dismissed the move as virtually meaningless,20,20
1665,born as the worlds first airborne cropdusting service delta air lines inc may be on the verge of an alliance that would make it the industrys top gun,33,31
1440,microsoft corp said thursday its thirdquarter profit jumped 85 percent to 104 billion well beyond analysts expectations on strength in its core windows business and the new office 97 upgrade,31,31
2408,chrysler corps redesigned 1997 jeep cherokee sport utility vehicle will carry a base price 555 to 1344 higher than the 1996 model the automaker said wednesday,7,7
1790,chinas offer to return a hijacker to taiwan has raised hopes of an easing of tension between the two rivals but it is likely to be only a small step in closing their wide gulf analysts said on thursday,49,49
1787,general motors corps move to deflate wall street expectations about its fourthquarter earnings will not likely be repeated by rivals ford motor co and chrysler corp analysts said thursday,7,7
363,a debt deal to refinance channel tunnel operator eurotunnel sa plc may help management and bank lenders but leaves little value for the longsuffering shareholders debt specialists said on thursday,38,38
2492,china said on thursday it strongly opposed a visit to jordan by taiwans foreign minister and accused its island rival of trying to disrupt beijings ties with other friendly states,49,3
1543,software giant microsoft corp thursday unveiled the highly anticipated version of its nextgeneration software for office computers called office 97,46,46
1625,media mogul rupert murdoch treks to capitol hill thursday to make a public pitch for his 1 billion sky satellitebroadcast venture as a powerful new competitor to cable television,40,40
1172,australias second largest bank westpac banking group renewed its interest in asia on wednesday through an alliance with britishbased standard chartered bank 312 years after its sold a swag of its asian units,23,4
1164,shares in crown ltd australias most successful casino tumbled on friday as nervous investors cashed in their chips weeks before the company opens the nations biggest casino complex aimed at asian gamblers,30,23
1208,british telecom unveiled the largest transatlantic deal in history on sunday linking up with americas mci corp in a 20 billion merger that catapults it into second place in the worlds international telecoms market,24,24
2342,conrail inc and csx corp raised the stakes thursday in the bidding war for conrail amending their 85 billion merger agreement to provide conrail shareholders with another 870 million,39,39
1230,british telecommunications plc is likely to brush off japanese telecom giant nippon telegraph and telephone corps statement that it hopes to move into the global market independently analysts said on thursday,24,24
112,the merger of bankers trust new york corp and alex brown inc sends a clear signal to congress that the nations banking laws enacted amid the depression have fallen hopelessly behind market trends,0,0
2103,indonesias nascent funds industry will remain dormant until the government steps in and provides a boost experts attending a mutual fund conference said on monday,42,42
1298,database software company informix corp said friday it filed a lawsuit against oracle corp accusing its bigger rival of stealing trade secrets by hiring away its employees,25,25
2471,tobaccoindustry lawyers in the 5 billion broin secondhand smoke case on tuesday touched off a testy outburst from the trial judge who accused them of muddling the minds of prospective jurors with trick questions,33,33
1814,apple computer inc said tuesday it will consolidate its independent marketing and development units into fewer groups to cut costs and to concentrate on selling computers in key markets,25,25
2290,newspapers in hong kong were dominated on friday by reaction to the death of deng xiaoping with many eulogising his reformist policies that made china hong kongs future sovereign rich and strong,45,42
1833,despite losing out on two potential aircraft deals mcdonnell douglas corps stock remains near its 52week high reflecting a strong balance sheet and expectations it will make an acquisition,36,31
2378,britains northern foods sees world dairy commodity prices as unlikely to improve in the second half but the impact of this on earnings should be partly offset by improved margins on prepared foods said jo stewart managing director of the companys prepared food division,47,47
1262,hefty budget cuts are sounding the death knell for colombias efforts to reverse social inequalities and undermine guerrilla movements in the poorest areas of the country politicians and analysts say,20,20
1181,australian fast ferry and transport group holyman ltd plans to further expand operations in europe before moving into the asian market managing director christopher butcher said in an interview,23,23
1791,apec ministers agreed on friday on further trade and investment liberalisation in the telecommunications sector but recognised they cannot drag china into the forums agenda of trade liberalisation,23,49
2233,prudential corp plc britains largest life insurance group reported a healthy rise in profits on wednesday and said it expected british operations to continue to perform strongly in the coming year,44,44
844,british power generator national power plc said on wednesday that half year profits had slipped hurt by exceptional charges over costs of an aborted takeover and said the years output could be 20 percent down,16,16
2325,international business machines corp said its 80 million acquisition of edmark corp will serve as the core for the computer giants plans to focus on education in its fledgling consumer products unit,46,46
1109,united airlines said thursday it ordered 51 new airliners valued at 44 billion from boeing co and airbus industrie and although the lions share went to boeing one industry analyst said the european consortium scored a big victory over archrival boeing,22,31
427,vodafone group britains biggest mobile telephone group raised headline annual profits by 135 percent on tuesday and said it was plotting to overhaul its distribution strategy to kickstart sluggish market growth,24,24
316,us mutual fund giant fidelity investments said on saturday that canadian regulators were investigating trades made by veronika hirsch the star manager of their new canadian equity fund,6,6
140,the federal government is expected to release the wallis inquirys report into australias financial system later this week and respond to some parts of the report,4,4
1914,the number of consumers and businesses filing for us bankruptcy protection continued a dramatic rise hitting a record 335073 in the first quarter of 1997 the american bankruptcy institute said tuesday,0,40
2000,toronto stocks sank to their lowest level in four months on friday after unexpectedly high us producer price data heightened fears of further us interest rate hikes,26,26
1563,boeing co said thursday that profits climbed 13 percent in the third quarter on stronger sales of its commercial jets and higher interest income,31,31
920,xylan corp was pummelled to a new low tuesday after its fourth quarter earnings came in a penny shy of expectations and the company warned a rebound may not come until fall a quarter longer than previously hoped,9,22
870,a canadian exploration companys claim to have made the biggest gold find this century were cast into doubt on wednesday when its mining partner freeportmcmoran copper amp gold inc   said tests of the indonesian deposit showed insignificant amounts of gold,6,12
1717,general motors corp said on thursday it expected an 870 million reduction in its fourth quarter earnings due to recent strikes in the united states and canada and costs associated with its new united auto workers contract,7,7
2316,america online inc responding to the competion posed by the internet said tuesday it would reorganize its business and unveiled a flatrate 1995amonth pricing plan,46,46
1888,live picture inc the california photography software company headed by former apple computer inc chief executive john sculley will on monday launch its first photo imaging product for consumers,41,25
1862,a shipping tycoon whose company was bailed out by beijing when it was sinking years ago is poised to govern hong kong when china takes over next year after a thumping victory in the first round of the ballot,37,37
426,the 350 million stg sea launch satellite project  backed by firms from the us russia norway and ukraine  will fire its first satellite from a sea platform in june 1998 project contractor kvaerner told reporters on thursday,8,38
231,walt disney cos agreement to buy into billionaire paul allens starwave corp will mean little change for the online companys 300 employees chief executive officer mike slade said thursday,31,33
1734,some of the brightest stars of chinese pop put on a glittering show in beijing on friday but officials kept politicallysuspect rock heroes off the playlist sources close to the concert said,34,34
1822,british electricity generator powergen spent 202 million pounds 328 million on thursday buying back five percent of its own shares at 605 pence each in one of the first such moves since rules were changed in october,16,16
2498,china will avoid bold moves in tackling its ailing state enterprises as it focuses on stability ahead of this years crucial communist party congress analysts said on monday,49,14
1627,the judge overseeing the state of floridas lawsuit against tobacco companies on friday ordered the release of eight documents handed over by liggett group for use against other cigarette makers,33,33
2417,ibm shares fell in heavy trading friday after three wall street firms made negative comments about the giant computer maker in the past two days saying a stronger dollar and a product transition will hurt earnings,46,46
1301,british supermarket group safeway plc is currently seeing a zero inflation rate excluding petrol deputy chairman david webster told reuters in an interview,16,16
1519,australian resources and steel group the broken hill pty co bhp posted a 98percent fall in firsthalf profits on friday disappointing the share market but avoiding another mauling by investors,30,30
1464,french stateowned air france said on thursday it was ready to take on the tougher competition posed by the planned foray into the french domestic market of british flagcarrier british airways plc ba,29,29
1331,the toronto stock exchanges key 300 composite index rallied to close at a new alltime high of 6055 points on tuesday posting its first such record in 1997,26,26
1430,russias western oil joint ventures are finding it increasingly difficult to export their output in the amounts needed to stay profitable as moscow seeks to give domestic producers more pipeline space,28,28
1808,sony corp on monday cut the us price of its playstation video game machine by 25 percent to 149 a move that is expected to boost the entire video game industry,25,25
2432,china appealed for calm while south korea called for a military alert amid fears a diplomatic deadlock over a senior pyongyang defector marooned in beijing could push the hermit north to take extreme action,14,43
1398,cable amp wireless plc campw and the merging nynex corp and bell atlantic corp have one alliance already a second is on the way and by late 1997 they could go as far as a full merger,35,9
171,chinese dissident wang dan has appealed against his 11year jail sentence for plotting to subvert the government but his mother said on tuesday she held little hope of an acquittal or a lighter sentence,3,3
1533,australias biggest retailer coles myer ltd reported on wednesday a firm rise in sales revenue signalling the worst may be over for the countrys struggling merchants,30,30
218,residents of chinas capital voiced emotions ranging from shock and sadness to cold indifference after waking on thursday morning to news of the death of paramount leader deng xiaoping,43,49
1577,software giant microsoft corp msftn  plans to pay dividends to stockholders for the first time through a new issue of preferred shares according to documents filed monday,31,31
1033,latin americas oldest and largest guerrilla army on wednesday hailed a peruvian rebel groups storming of the japanese ambassadors residence in lima as a spectacular and wellplanned attack,20,20
673,stateowned gaz de france plans to spend billions of francs upgrading its infrastructure to meet demand growing at an estimated three percent a year,29,29
1481,shares in french sports equipment maker groupe salomon sa fell sharply for the second day in a row on thursday after a long and steady rise which saw the share more than double in value this year,29,29
1096,british media and leisure firm pearson awaiting the arrival of a new chief executive enjoyed a stock market rally on wednesday after a trading statement which analysts said contained no nasty surprises,21,21
771,two members of congress criticised the federal reserve thursday for what they called its woefully inadequate record of hiring and promoting women and minorities,0,0
61,third seed boris becker withdrew from the 475000 czech indoor open on thursday because of a recurring wrist injury,1,1
379,shares of 3com corp and us robotics corp slid on monday as prospects dimmed for a new suitor emerging to rescue robotics shareholders unhappy with the proposed merger of the two firms traders said,9,9
768,copper and zinc were the main focus of attention for far east metal traders on monday though chinas exit from the market to celebrate the arrival of the year of the ox left a gaping hole in trading activity,27,27
187,chinese activists in a statement on tuesday hours ahead of a visit by the us secretary of state protested against american backing for japans bid to become a permanent member of the un security council,3,3
1009,some airlines and freight forwarders say they anticipate a traditional miniboom in the leadup to the chinese new year holiday starting on february 6 and despite space being available rates are firmer than might be expected a reuters survey shows,15,15
1306,investors who last week helped drive the toronto stock exchange to its 50th record close this year are unlikely to cool on canadian stocks any time soon attracted by canadas improving economic fundamentals,26,26
864,natwest markets the investment banking arm of national westminster bank on monday named peter hall as the man to run its expanding operations but other questions over the banks strategy remained analysts said,17,2
1373,chinese and us scientists are making good progress in meetings on chinas decision to ban poultry imports from the united states a us source said on thursday,27,27
1906,french aviation executives said on tuesday they feared renewed turbulence with the united states over airline market access in france with flagcarrier air france caught up in a looming air war,38,29
2034,ameritech corp thursday became the first baby bell phone company to seek federal approval under the new telecommunications law to offer longdistance service from its regional calling area,40,40
1677,rjr tobacco a unit of rjr nabisco holdings said on friday that documents it turned over to minnesota in a lawsuit may suggest its executives considered using additives to enhance the nicotine kick of its cigarettes,33,33
1114,eli lilly amp co expects marketing and administration costs in the fourth quarter to be only slightly up or flat versus the yearago level marking a slowdown from a thirdquarter jump of 65 percent,22,22
1932,partners in european aircraft consortium airbus must speed up plans to convert the partnership into a single company after news of a merger between its two us competitors an aerospace executive said on sunday,38,38
2334,an overture by china to bring its critics into the team picking hong kongs future leadership shows openness but might split the democratic camp in the british colony analysts said on tuesday,37,37
873,after a five year struggle creditors of the collapsed fraudridden bcci will receive a payment of 265 billion on tuesday equal to 245 percent of their claims a spokesman for the liquidators said on monday,17,4
2485,china tuesday announced a ban on poultry and poultry products from missouri and oklahoma citing what it said was the outbreak of a deadly disease,49,27
866,british chancellor of the exchequer kenneth clarke could cut tax credits on dividends in a robbing peter to pay paul measure which would help fund widely expected cuts in income tax in his budget speech next tuesday,17,17
589,chinas crackdown on the stock markets this week is partly fuelled by fears in beijing that the incredible volatility of the exchanges could lead to social instability analysts said on tuesday,11,11
372,french caisse nationale de credit agricole said on saturday it would take full control of merchant bank banque indosuez from financial holding company compagnie de suez on december 23,29,29
1311,the toronto stock exchange soared and posted its 53rd record close of 1996 on wednesday driven by excitement in interestsensitive issues and conglomerates,26,26
2281,hong kongs future leader tung cheehwa is making plans to travel to major western countries in a bid to raise the profile of the territory and clear the air over important issues related to its sovereignty transfer,45,37
2126,the boards of rightchoice managed care inc and parent blue cross and blue shield of missouri are moving to calm relations with regulators return to profitability and ensure company control is firmly in the hands of chief executive john orourke,22,22
